"Time (s)","Load (N)","Machine Extension (mm)","Stress (MPa)","Extension from Preload (mm)","Strain","Percentage Strain","Gauge Length (mm)","Load_N","NEXYGEN_Stress_MPa","Percentage_Strain","Measured_Width_mm","Measured_Thickness_mm","Measured_Area_mm2","Recalculated_Stress_MPa","Stress_Difference_MPa","Stress_Difference_Percent","Material","Orientation","K","Sample","File"
0.207172,-0.24382,0.00016318,-0.030477,-0.0026507,-0.00010603,-0.010603,24.998,-0.24382,-0.030477,-0.010603,4.26133333333333,2.11866666666667,9.02834488888889,-0.0270060573671778,0.00347094263282218,-11.3887280008602,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.230191,-0.28069,0.00017824,-0.035086,-0.0026357,-0.00010543,-0.010543,24.998,-0.28069,-0.035086,-0.010543,4.26133333333333,2.11866666666667,9.02834488888889,-0.031089862367292,0.00399613763270797,-11.3895503411844,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.25321,-0.26212,0.0001933,-0.032766,-0.0026206,-0.00010483,-0.010483,24.998,-0.26212,-0.032766,-0.010483,4.26133333333333,2.11866666666667,9.02834488888889,-0.0290330069603997,0.00373299303960032,-11.3928860391879,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.276229,-0.24356,0.00020836,-0.030445,-0.0026056,-0.00010422,-0.010422,24.998,-0.24356,-0.030445,-0.010422,4.26133333333333,2.11866666666667,9.02834488888889,-0.0269772591762359,0.00346774082376413,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.299248,-0.225,0.00022342,-0.028125,-0.0025905,-0.00010362,-0.010362,24.998,-0.225,-0.028125,-0.010362,4.26133333333333,2.11866666666667,9.02834488888889,-0.0249215113920721,0.00320348860792794,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.322268,-0.20644,0.00023848,-0.025805,-0.0025754,-0.00010302,-0.010302,24.998,-0.20644,-0.025805,-0.010302,4.26133333333333,2.11866666666667,9.02834488888889,-0.0228657636079083,0.00293923639209175,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.345287,-0.18787,0.00025354,-0.023484,-0.0025604,-0.00010242,-0.010242,24.998,-0.18787,-0.023484,-0.010242,4.26133333333333,2.11866666666667,9.02834488888889,-0.0208089082010159,0.0026750917989841,-11.3911250169652,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.368306,-0.16931,0.0002686,-0.021164,-0.0025453,-0.00010181,-0.010181,24.998,-0.16931,-0.021164,-0.010181,4.26133333333333,2.11866666666667,9.02834488888889,-0.0187531604168521,0.00241083958314791,-11.3912284216023,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.391325,-0.15075,0.00028366,-0.018844,-0.0025303,-0.00010121,-0.010121,24.998,-0.15075,-0.018844,-0.010121,4.26133333333333,2.11866666666667,9.02834488888889,-0.0166974126326883,0.00214658736731172,-11.391357287793,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.414344,-0.13219,0.00029873,-0.016524,-0.0025152,-0.00010061,-0.010061,24.998,-0.13219,-0.016524,-0.010061,4.26133333333333,2.11866666666667,9.02834488888889,-0.0146416648485245,0.00188233515147553,-11.3915223400843,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.437363,-0.11363,0.00031379,-0.014203,-0.0025001,-0.00010001,-0.010001,24.998,-0.11363,-0.014203,-0.010001,4.26133333333333,2.11866666666667,9.02834488888889,-0.0125859170643607,0.00161708293563934,-11.3855026095849,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.460382,-0.095063,0.00032885,-0.011883,-0.0024851,-9.9403e-05,-0.0099403,24.998,-0.095063,-0.011883,-0.0099403,4.26133333333333,2.11866666666667,9.02834488888889,-0.0105293939442869,0.00135360605571313,-11.3911138240606,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.483401,-0.076501,0.00034391,-0.0095626,-0.00247,-9.8801e-05,-0.0098801,24.998,-0.076501,-0.0095626,-0.0098801,4.26133333333333,2.11866666666667,9.02834488888889,-0.00847342463557735,0.00108917536442264,-11.389950059844,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.50642,-0.057939,0.00035897,-0.0072424,-0.002455,-9.8199e-05,-0.0098199,24.998,-0.057939,-0.0072424,-0.0098199,4.26133333333333,2.11866666666667,9.02834488888889,-0.00641745532686784,0.000824944673132165,-11.3904875888126,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.52944,-0.039377,0.00037403,-0.0049221,-0.0024399,-9.7596e-05,-0.0097596,24.998,-0.039377,-0.0049221,-0.0097596,4.26133333333333,2.11866666666667,9.02834488888889,-0.00436148601815832,0.000560613981841682,-11.3897316560347,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.552459,-0.020814,0.00038909,-0.0026018,-0.0024248,-9.6994e-05,-0.0096994,24.998,-0.020814,-0.0026018,-0.0096994,4.26133333333333,2.11866666666667,9.02834488888889,-0.00230540594717595,0.000296394052824054,-11.3918845731437,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.575478,-0.002252,0.00040415,-0.00028151,-0.0024098,-9.6391e-05,-0.0096391,24.998,-0.002252,-0.00028151,-0.0096391,4.26133333333333,2.11866666666667,9.02834488888889,-0.000249436638466428,3.20733615335721e-05,-11.3933293785557,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.598497,0.01631,0.00041921,0.0020388,-0.0023947,-9.5789e-05,-0.0095789,24.998,0.01631,0.0020388,-0.0095789,4.26133333333333,2.11866666666667,9.02834488888889,0.00180653267024309,-0.000232267329756909,-11.3923548046355,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.621516,0.034873,0.00043427,0.0043591,-0.0023797,-9.5187e-05,-0.0095187,24.998,0.034873,0.0043591,-0.0095187,4.26133333333333,2.11866666666667,9.02834488888889,0.00386261274122546,-0.000496487258774538,-11.3896735283554,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.644535,0.053435,0.00044933,0.0066794,-0.0023646,-9.4584e-05,-0.0094584,24.998,0.053435,0.0066794,-0.0094584,4.26133333333333,2.11866666666667,9.02834488888889,0.00591858204993498,-0.000760817950065019,-11.3905133704378,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.667554,0.071997,0.00046439,0.0089996,-0.0023495,-9.3982e-05,-0.0093982,24.998,0.071997,0.0089996,-0.0093982,4.26133333333333,2.11866666666667,9.02834488888889,0.0079745513586445,-0.0010250486413555,-11.389935567753,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.690573,0.090559,0.00047945,0.01132,-0.0023345,-9.3379e-05,-0.0093379,24.998,0.090559,0.01132,-0.0093379,4.26133333333333,2.11866666666667,9.02834488888889,0.010030520667354,-0.00128947933264598,-11.391160182385,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.713592,0.10912,0.00049451,0.01364,-0.0023194,-9.2777e-05,-0.0092777,24.998,0.10912,0.01364,-0.0092777,4.26133333333333,2.11866666666667,9.02834488888889,0.0120863792137907,-0.00155362078620932,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.736612,0.14608,0.00050957,0.01826,-0.0023044,-9.2174e-05,-0.0092174,24.998,0.14608,0.01826,-0.0092174,4.26133333333333,2.11866666666667,9.02834488888889,0.0161801528184617,-0.00207984718153828,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.759631,0.19126,0.00052463,0.023908,-0.0022893,-9.1572e-05,-0.0091572,24.998,0.19126,0.023908,-0.0091572,4.26133333333333,2.11866666666667,9.02834488888889,0.0211843923059898,-0.00272360769401021,-11.3920348586674,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.78265,0.23645,0.00053969,0.029556,-0.0022742,-9.097e-05,-0.009097,24.998,0.23645,0.029556,-0.009097,4.26133333333333,2.11866666666667,9.02834488888889,0.0261897394162464,-0.0033662605837536,-11.3894322092083,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.805669,0.28163,0.00055475,0.035203,-0.0022592,-9.0367e-05,-0.0090367,24.998,0.28163,0.035203,-0.0090367,4.26133333333333,2.11866666666667,9.02834488888889,0.0311939789037745,-0.00400902109622554,-11.3882938846846,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.828688,0.32681,0.00056981,0.040851,-0.0022441,-8.9765e-05,-0.0089765,24.998,0.32681,0.040851,-0.0089765,4.26133333333333,2.11866666666667,9.02834488888889,0.0361982183913025,-0.00465278160869746,-11.3896394426023,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.851707,0.37199,0.00058487,0.046499,-0.0022291,-8.9162e-05,-0.0089162,24.998,0.37199,0.046499,-0.0089162,4.26133333333333,2.11866666666667,9.02834488888889,0.0412024578788306,-0.0052965421211694,-11.3906581241949,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.874726,0.41717,0.00059993,0.052147,-0.002214,-8.856e-05,-0.008856,24.998,0.41717,0.052147,-0.008856,4.26133333333333,2.11866666666667,9.02834488888889,0.0462066973663587,-0.00594030263364133,-11.3914561406051,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.897745,0.46236,0.00061499,0.057795,-0.0021989,-8.7958e-05,-0.0087958,24.998,0.46236,0.057795,-0.0087958,4.26133333333333,2.11866666666667,9.02834488888889,0.0512120444766153,-0.00658295552338472,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.920765,0.50754,0.00063005,0.063442,-0.0021839,-8.7355e-05,-0.0087355,24.998,0.50754,0.063442,-0.0087355,4.26133333333333,2.11866666666667,9.02834488888889,0.0562162839641433,-0.00722571603585665,-11.3894833641068,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.943784,0.55272,0.00064511,0.06909,-0.0021688,-8.6753e-05,-0.0086753,24.998,0.55272,0.06909,-0.0086753,4.26133333333333,2.11866666666667,9.02834488888889,0.0612205234516714,-0.00786947654832858,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.966803,0.5979,0.00066017,0.074738,-0.0021538,-8.615e-05,-0.008615,24.998,0.5979,0.074738,-0.008615,4.26133333333333,2.11866666666667,9.02834488888889,0.0662247629391995,-0.00851323706080051,-11.3907745200574,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
0.989822,0.64308,0.00067523,0.080386,-0.0021387,-8.5548e-05,-0.0085548,24.998,0.64308,0.080386,-0.0085548,4.26133333333333,2.11866666666667,9.02834488888889,0.0712290024267276,-0.00915699757327244,-11.3912840211883,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.01284,0.68827,0.00069029,0.086033,-0.0021236,-8.4946e-05,-0.0084946,24.998,0.68827,0.086033,-0.0084946,4.26133333333333,2.11866666666667,9.02834488888889,0.0762343495369842,-0.00979865046301583,-11.3894092534444,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.03586,0.73345,0.00070535,0.091681,-0.0021086,-8.4343e-05,-0.0084343,24.999,0.73345,0.091681,-0.0084343,4.26133333333333,2.11866666666667,9.02834488888889,0.0812385890245122,-0.0104424109754878,-11.3899400917178,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.05888,0.77863,0.00072041,0.097329,-0.0020935,-8.3741e-05,-0.0083741,24.999,0.77863,0.097329,-0.0083741,4.26133333333333,2.11866666666667,9.02834488888889,0.0862428285120403,-0.0110861714879597,-11.3904093209215,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.0819,0.82381,0.00073547,0.10298,-0.0020785,-8.3138e-05,-0.0083138,24.999,0.82381,0.10298,-0.0083138,4.26133333333333,2.11866666666667,9.02834488888889,0.0912470679995684,-0.0117329320004316,-11.3934084292403,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.10492,0.869,0.00075053,0.10862,-0.0020634,-8.2536e-05,-0.0082536,24.999,0.869,0.10862,-0.0082536,4.26133333333333,2.11866666666667,9.02834488888889,0.096252415109825,-0.012367584890175,-11.3861028265283,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.12794,0.91418,0.00076559,0.11427,-0.0020483,-8.1933e-05,-0.0081933,24.999,0.91418,0.11427,-0.0081933,4.26133333333333,2.11866666666667,9.02834488888889,0.101256654597353,-0.0130133454026469,-11.3882431107438,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.15096,0.95936,0.00078065,0.11992,-0.0020333,-8.1331e-05,-0.0081331,24.999,0.95936,0.11992,-0.0081331,4.26133333333333,2.11866666666667,9.02834488888889,0.106260894084881,-0.0136591059151189,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.17397,1.0045,0.00079571,0.12557,-0.0020182,-8.0729e-05,-0.0080729,24.999,1.0045,0.12557,-0.0080729,4.26133333333333,2.11866666666667,9.02834488888889,0.111260703081495,-0.014309296918505,-11.395474172577,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.19699,1.0497,0.00081077,0.13122,-0.0020032,-8.0126e-05,-0.0080126,24.999,1.0497,0.13122,-0.0080126,4.26133333333333,2.11866666666667,9.02834488888889,0.11626715781448,-0.0149528421855198,-11.395246292882,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.22001,1.0949,0.00082584,0.13686,-0.0019881,-7.9524e-05,-0.0079524,24.999,1.0949,0.13686,-0.0079524,4.26133333333333,2.11866666666667,9.02834488888889,0.121273612547465,-0.0155863874525347,-11.3885630955244,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.24303,1.1401,0.0008409,0.14251,-0.001973,-7.8921e-05,-0.0078921,24.999,1.1401,0.14251,-0.0078921,4.26133333333333,2.11866666666667,9.02834488888889,0.12628006728045,-0.0162299327195495,-11.3886272679458,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.26605,1.1853,0.00085596,0.14816,-0.001958,-7.8319e-05,-0.0078319,24.999,1.1853,0.14816,-0.0078319,4.26133333333333,2.11866666666667,9.02834488888889,0.131286522013436,-0.0168734779865644,-11.3886865460073,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.28907,1.2305,0.00087102,0.15381,-0.0019429,-7.7717e-05,-0.0077717,24.999,1.2305,0.15381,-0.0077717,4.26133333333333,2.11866666666667,9.02834488888889,0.136292976746421,-0.0175170232535793,-11.3887414690718,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.31209,1.3554,0.00088608,0.16943,-0.0019279,-7.7114e-05,-0.0077114,24.999,1.3554,0.16943,-0.0077114,4.26133333333333,2.11866666666667,9.02834488888889,0.150127184625842,-0.0193028153741579,-11.3927966559393,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.33511,1.5631,0.00090114,0.19538,-0.0019128,-7.6512e-05,-0.0076512,24.999,1.5631,0.19538,-0.0076512,4.26133333333333,2.11866666666667,9.02834488888889,0.173132508697546,-0.022247491302454,-11.3867802755932,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.35813,1.7707,0.0009162,0.22134,-0.0018977,-7.5909e-05,-0.0075909,24.999,1.7707,0.22134,-0.0075909,4.26133333333333,2.11866666666667,9.02834488888889,0.196126756541964,-0.0252132434580356,-11.3911825508429,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.38115,1.9783,0.00093126,0.24729,-0.0018827,-7.5307e-05,-0.0075307,24.999,1.9783,0.24729,-0.0075307,4.26133333333333,2.11866666666667,9.02834488888889,0.219121004386383,-0.0281689956136171,-11.3910775258268,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.40417,2.186,0.00094632,0.27325,-0.0018676,-7.4705e-05,-0.0074705,24.999,2.186,0.27325,-0.0074705,4.26133333333333,2.11866666666667,9.02834488888889,0.242126328458087,-0.0311236715419132,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.42718,2.3936,0.00096138,0.2992,-0.0018526,-7.4102e-05,-0.0074102,24.999,2.3936,0.2992,-0.0074102,4.26133333333333,2.11866666666667,9.02834488888889,0.265120576302505,-0.0340794236974947,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.4502,2.6013,0.00097644,0.32516,-0.0018375,-7.35e-05,-0.00735,24.999,2.6013,0.32516,-0.00735,4.26133333333333,2.11866666666667,9.02834488888889,0.288125900374209,-0.0370340996257909,-11.389500438489,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.47322,2.8089,0.0009915,0.35111,-0.0018224,-7.2897e-05,-0.0072897,24.999,2.8089,0.35111,-0.0072897,4.26133333333333,2.11866666666667,9.02834488888889,0.311120148218628,-0.0399898517813724,-11.3895507907415,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.49624,3.0165,0.0010066,0.37707,-0.0018074,-7.2295e-05,-0.0072295,24.999,3.0165,0.37707,-0.0072295,4.26133333333333,2.11866666666667,9.02834488888889,0.334114396063046,-0.0429556039369539,-11.3919441846219,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.51926,3.2242,0.0010216,0.40302,-0.0017923,-7.1692e-05,-0.0071692,24.999,3.2242,0.40302,-0.0071692,4.26133333333333,2.11866666666667,9.02834488888889,0.35711972013475,-0.04590027986525,-11.389082394236,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.54228,3.4318,0.0010367,0.42898,-0.0017773,-7.109e-05,-0.007109,24.999,3.4318,0.42898,-0.007109,4.26133333333333,2.11866666666667,9.02834488888889,0.380113967979168,-0.0488660320208315,-11.391214513691,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.5653,3.6394,0.0010517,0.45493,-0.0017622,-7.0488e-05,-0.0070488,24.999,3.6394,0.45493,-0.0070488,4.26133333333333,2.11866666666667,9.02834488888889,0.403108215823587,-0.051821784176413,-11.3911556011723,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.58832,3.8471,0.0010872,0.48088,-0.0017268,-6.9071e-05,-0.0069071,24.999,3.8471,0.48088,-0.0069071,4.26133333333333,2.11866666666667,9.02834488888889,0.426113539895291,-0.0547664601047091,-11.3887997223235,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.61134,4.0547,0.0011768,0.50684,-0.0016372,-6.5486e-05,-0.0065486,24.999,4.0547,0.50684,-0.0065486,4.26133333333333,2.11866666666667,9.02834488888889,0.449107787739709,-0.0577322122602906,-11.3906187870513,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.63436,4.2623,0.0012664,0.53279,-0.0015475,-6.1902e-05,-0.0061902,24.999,4.2623,0.53279,-0.0061902,4.26133333333333,2.11866666666667,9.02834488888889,0.472102035584128,-0.0606879644158723,-11.3905974991783,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.65738,4.47,0.001356,0.55875,-0.0014579,-5.8317e-05,-0.0058317,24.999,4.47,0.55875,-0.0058317,4.26133333333333,2.11866666666667,9.02834488888889,0.495107359655832,-0.0636426403441684,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.6804,4.6776,0.0014456,0.5847,-0.0013683,-5.4733e-05,-0.0054733,24.999,4.6776,0.5847,-0.0054733,4.26133333333333,2.11866666666667,9.02834488888889,0.51810160750025,-0.0665983924997499,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.70341,4.8824,0.0015352,0.6103,-0.0012787,-5.1148e-05,-0.0051148,24.999,4.8824,0.6103,-0.0051148,4.26133333333333,2.11866666666667,9.02834488888889,0.540785720980678,-0.0695142790193216,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.72643,5.0854,0.0016248,0.63568,-0.0011891,-4.7564e-05,-0.0047564,24.999,5.0854,0.63568,-0.0047564,4.26133333333333,2.11866666666667,9.02834488888889,0.56327046236997,-0.07240953763003,-11.3908786858215,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.74945,5.2884,0.0017144,0.66105,-0.0010995,-4.3979e-05,-0.0043979,25,5.2884,0.66105,-0.0043979,4.26133333333333,2.11866666666667,9.02834488888889,0.585755203759262,-0.0752947962407383,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.77247,5.4914,0.0018041,0.68643,-0.0010099,-4.0395e-05,-0.0040395,25,5.4914,0.68643,-0.0040395,4.26133333333333,2.11866666666667,9.02834488888889,0.608239945148553,-0.0781900548514466,-11.3908271566579,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.79549,5.6944,0.0018937,0.7118,-0.00092026,-3.6811e-05,-0.0036811,25,5.6944,0.7118,-0.0036811,4.26133333333333,2.11866666666667,9.02834488888889,0.630724686537845,-0.0810753134621549,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.81851,5.8672,0.0019833,0.73341,-0.00083065,-3.3226e-05,-0.0033226,25,5.8672,0.73341,-0.0033226,4.26133333333333,2.11866666666667,9.02834488888889,0.649864407286956,-0.0835455927130435,-11.3913899064703,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.84153,5.899,0.0020729,0.73738,-0.00074104,-2.9642e-05,-0.0029642,25,5.899,0.73738,-0.0029642,4.26133333333333,2.11866666666667,9.02834488888889,0.653386647563703,-0.0839933524362975,-11.390782559372,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.86455,5.9308,0.0021625,0.74135,-0.00065143,-2.6057e-05,-0.0026057,25,5.9308,0.74135,-0.0026057,4.26133333333333,2.11866666666667,9.02834488888889,0.656908887840449,-0.0844411121595512,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.88757,5.9626,0.0022521,0.74533,-0.00056182,-2.2473e-05,-0.0022473,25,5.9626,0.74533,-0.0022473,4.26133333333333,2.11866666666667,9.02834488888889,0.660431128117195,-0.0848988718828051,-11.390776150538,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.91059,5.9944,0.0023417,0.7493,-0.00047221,-1.8888e-05,-0.0018888,25,5.9944,0.7493,-0.0018888,4.26133333333333,2.11866666666667,9.02834488888889,0.663953368393941,-0.0853466316060588,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.93361,6.0262,0.0024313,0.75328,-0.0003826,-1.5304e-05,-0.0015304,25,6.0262,0.75328,-0.0015304,4.26133333333333,2.11866666666667,9.02834488888889,0.667475608670687,-0.0858043913293126,-11.3907698769797,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.95662,6.058,0.0025209,0.75725,-0.00029298,-1.1719e-05,-0.0011719,25,6.058,0.75725,-0.0011719,4.26133333333333,2.11866666666667,9.02834488888889,0.670997848947434,-0.0862521510525665,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
1.97964,6.0898,0.0026147,0.76123,-0.00019923,-7.9694e-06,-0.00079694,25,6.0898,0.76123,-0.00079694,4.26133333333333,2.11866666666667,9.02834488888889,0.67452008922418,-0.0867099107758202,-11.3907637344587,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
2.00266,6.1216,0.0027352,0.7652,-7.871e-05,-3.1484e-06,-0.00031484,25.001,6.1216,0.7652,-0.00031484,4.26133333333333,2.11866666666667,9.02834488888889,0.678042329500926,-0.0871576704990741,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
2.02568,6.1534,0.0028557,0.76918,4.1815e-05,1.6726e-06,0.00016726,25.001,6.1534,0.76918,0.00016726,4.26133333333333,2.11866666666667,9.02834488888889,0.681564569777672,-0.0876154302223279,-11.3907577189121,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
2.0487,6.1852,0.0029763,0.77315,0.00016234,6.4936e-06,0.00064936,25.001,6.1852,0.77315,0.00064936,4.26133333333333,2.11866666666667,9.02834488888889,0.685086810054418,-0.0880631899455817,-11.3901817170771,"CF-PETG","Flat",100,2,"CF PETG 100%_2.txt"
